SID,NAME,ISO_TIME,YEAR,MONTH,LAT,LON,WMO_WIND,WIND_KMH,WMO_PRES,TYPHOON_GRADE
20222N05W,NORU,2022-07-04 12:00:00,2022,7,15.69,117.45,42,77.8,982,Bão nhiệt đới
20218N05W,VAMCO,2018-08-02 09:00:00,2018,8,13.11,108.18,34,63.0,984,Bão nhiệt đới
20224N02W,NORU,2024-08-25 03:00:00,2024,8,14.78,114.07,60,111.1,966,Bão mạnh
20223N01W,VAMCO,2023-10-14 06:00:00,2023,10,10.49,113.07,33,61.1,985,Bão nhiệt đới
20215N04W,MOLAVE,2015-12-17 12:00:00,2015,12,16.61,106.9,81,150.0,956,Bão rất mạnh
20220N05W,XANGSANE,2020-07-20 18:00:00,2020,7,14.3,105.11,36,66.7,986,Bão nhiệt đới
20217N09W,NORU,2017-09-14 18:00:00,2017,9,18.27,114.31,84,155.6,949,Bão rất mạnh
20223N07W,RAI,2023-09-23 03:00:00,2023,9,10.66,111.9,42,77.8,972,Bão nhiệt đới
20224N04W,XANGSANE,2024-10-13 12:00:00,2024,10,10.78,103.03,61,113.0,964,Bão mạnh
20221N06W,KETSANA,2021-10-21 09:00:00,2021,10,11.72,104.39,97,179.6,942,Bão rất mạnh
20218N07W,DOKSURI,2018-09-18 21:00:00,2018,9,19.35,111.83,58,107.4,973,Bão mạnh
20216N04W,XANGSANE,2016-07-17 21:00:00,2016,7,12.42,113.01,89,164.8,947,Bão rất mạnh
20220N03W,TALIM,2020-08-10 03:00:00,2020,8,8.54,116.43,50,92.6,974,Bão nhiệt đới
20215N08W,YAGI,2015-11-08 00:00:00,2015,11,16.6,103.07,117,216.7,932,Siêu bão
20219N09W,GONONI,2019-08-12 00:00:00,2019,8,14.21,102.77,101,187.1,940,Siêu bão
20220N06W,TALIM,2020-07-24 00:00:00,2020,7,21.39,113.8,87,161.1,947,Bão rất mạnh
20218N04W,RAI,2018-08-11 09:00:00,2018,8,18.85,112.58,57,105.6,966,Bão mạnh
20215N05W,NORU,2015-10-08 21:00:00,2015,10,13.94,103.32,110,203.7,927,Siêu bão
20215N08W,YAGI,2015-10-25 00:00:00,2015,10,13.35,105.29,78,144.5,952,Bão mạnh
20219N05W,DOKSURI,2019-12-23 15:00:00,2019,12,20.54,107.16,65,120.4,961,Bão mạnh
20216N03W,KETSANA,2016-09-02 15:00:00,2016,9,14.8,116.72,45,83.3,980,Bão nhiệt đới
20216N02W,XANGSANE,2016-06-17 21:00:00,2016,6,16.38,103.52,88,163.0,951,Bão rất mạnh
20223N06W,VAMCO,2023-09-25 03:00:00,2023,9,21.2,105.85,114,211.1,930,Siêu bão
20217N03W,GONONI,2017-08-23 18:00:00,2017,8,19.85,116.7,47,87.0,983,Bão nhiệt đới
20217N03W,GONONI,2017-10-21 15:00:00,2017,10,19.79,113.66,36,66.7,988,Bão nhiệt đới
20224N08W,VAMCO,2024-11-13 03:00:00,2024,11,9.51,112.96,81,150.0,950,Bão rất mạnh
20217N09W,NORU,2017-12-15 06:00:00,2017,12,10.11,107.48,51,94.5,981,Bão nhiệt đới
20221N02W,YAGI,2021-10-22 06:00:00,2021,10,10.12,103.5,54,100.0,975,Bão nhiệt đới
20215N08W,YAGI,2015-09-16 21:00:00,2015,9,11.45,113.62,94,174.1,941,Bão rất mạnh
20222N01W,MOLAVE,2022-10-11 00:00:00,2022,10,15.77,113.73,56,103.7,968,Bão mạnh
20222N03W,NORU,2022-09-13 00:00:00,2022,9,15.76,102.08,119,220.4,927,Siêu bão
20223N06W,VAMCO,2023-08-02 12:00:00,2023,8,13.15,107.23,99,183.3,941,Bão rất mạnh
20221N02W,YAGI,2021-09-26 09:00:00,2021,9,13.4,112.29,39,72.2,983,Bão nhiệt đới
20219N01W,TALIM,2019-10-22 21:00:00,2019,10,10.5,102.47,75,138.9,960,Bão mạnh
20215N04W,MOLAVE,2015-08-13 09:00:00,2015,8,13.63,115.99,43,79.6,978,Bão nhiệt đới
20221N04W,NORU,2021-09-04 21:00:00,2021,9,16.45,112.82,111,205.6,933,Siêu bão
20217N01W,KETSANA,2017-08-19 00:00:00,2017,8,16.91,104.38,53,98.2,976,Bão nhiệt đới
20218N04W,RAI,2018-10-19 21:00:00,2018,10,13.23,103.96,84,155.6,949,Bão rất mạnh
20216N09W,XANGSANE,2016-09-17 06:00:00,2016,9,19.22,114.27,86,159.3,950,Bão rất mạnh
20216N08W,VAMCO,2016-10-20 21:00:00,2016,10,10.5,112.97,76,140.8,958,Bão mạnh
20223N06W,VAMCO,2023-10-07 00:00:00,2023,10,21.3,105.25,90,166.7,949,Bão rất mạnh
20222N07W,DOKSURI,2022-09-13 06:00:00,2022,9,21.17,106.15,75,138.9,962,Bão mạnh
20217N08W,DOKSURI,2017-11-05 09:00:00,2017,11,19.24,109.33,34,63.0,988,Bão nhiệt đới
20219N03W,YAGI,2019-09-01 21:00:00,2019,9,18.21,114.25,83,153.7,956,Bão rất mạnh
20220N01W,RAI,2020-10-25 18:00:00,2020,10,20.92,109.55,114,211.1,927,Siêu bão
20218N08W,YAGI,2018-08-14 21:00:00,2018,8,21.65,107.94,118,218.5,924,Siêu bão
20223N05W,KETSANA,2023-08-09 12:00:00,2023,8,19.94,102.74,111,205.6,925,Siêu bão
20215N07W,GONONI,2015-07-15 03:00:00,2015,7,18.25,110.77,117,216.7,930,Siêu bão
20216N06W,VAMCO,2016-11-21 03:00:00,2016,11,19.59,114.6,43,79.6,982,Bão nhiệt đới
20224N09W,VAMCO,2024-08-17 06:00:00,2024,8,12.32,117.15,41,75.9,977,Bão nhiệt đới
20221N07W,NORU,2021-07-18 12:00:00,2021,7,11.15,106.02,100,185.2,941,Siêu bão
20217N06W,DOKSURI,2017-07-02 09:00:00,2017,7,18.12,103.08,115,213.0,935,Siêu bão
20220N04W,DOKSURI,2020-09-06 15:00:00,2020,9,14.42,109.76,114,211.1,931,Siêu bão
20221N03W,XANGSANE,2021-10-02 21:00:00,2021,10,13.76,112.42,115,213.0,926,Siêu bão
20223N04W,NORU,2023-07-08 15:00:00,2023,7,19.29,109.35,93,172.2,944,Bão rất mạnh
20218N05W,VAMCO,2018-08-20 03:00:00,2018,8,12.62,114.11,115,213.0,933,Siêu bão
20216N06W,VAMCO,2016-08-21 18:00:00,2016,8,20.31,115.93,56,103.7,971,Bão mạnh
20218N01W,GONONI,2018-10-02 00:00:00,2018,10,9.32,107.5,73,135.2,960,Bão mạnh
20219N06W,YAGI,2019-09-06 18:00:00,2019,9,17.19,115.15,79,146.3,954,Bão mạnh
20216N02W,XANGSANE,2016-08-10 21:00:00,2016,8,12.02,114.69,65,120.4,961,Bão mạnh
20224N04W,XANGSANE,2024-09-09 18:00:00,2024,9,10.74,116.35,111,205.6,933,Siêu bão
20216N03W,KETSANA,2016-08-16 06:00:00,2016,8,13.08,116.35,69,127.8,959,Bão mạnh
20218N06W,NORU,2018-09-23 21:00:00,2018,9,13.09,113.72,77,142.6,955,Bão mạnh
20222N07W,DOKSURI,2022-12-19 21:00:00,2022,12,9.65,113.84,45,83.3,975,Bão nhiệt đới
20215N01W,VAMCO,2015-09-23 12:00:00,2015,9,17.35,112.15,33,61.1,984,Bão nhiệt đới
20222N06W,MOLAVE,2022-09-01 09:00:00,2022,9,18.07,116.24,34,63.0,987,Bão nhiệt đới
20221N07W,NORU,2021-09-09 09:00:00,2021,9,20.85,103.77,89,164.8,946,Bão rất mạnh
20220N02W,YAGI,2020-10-09 12:00:00,2020,10,11.56,115.11,105,194.5,930,Siêu bão
20218N03W,RAI,2018-08-21 09:00:00,2018,8,19.56,103.61,114,211.1,932,Siêu bão
20220N06W,TALIM,2020-09-26 06:00:00,2020,9,17.12,111.93,51,94.5,973,Bão nhiệt đới
20216N08W,VAMCO,2016-10-11 15:00:00,2016,10,21.71,112.15,113,209.3,929,Siêu bão
20219N04W,VAMCO,2019-06-15 18:00:00,2019,6,10.34,112.48,30,55.6,989,Bão nhiệt đới
20222N09W,VAMCO,2022-07-03 09:00:00,2022,7,20.13,105.45,44,81.5,982,Bão nhiệt đới
20216N05W,RAI,2016-11-17 18:00:00,2016,11,19.3,102.95,108,200.0,930,Siêu bão
20224N01W,DOKSURI,2024-10-06 06:00:00,2024,10,8.0,104.71,75,138.9,960,Bão mạnh
20222N09W,VAMCO,2022-07-19 15:00:00,2022,7,19.23,109.67,54,100.0,971,Bão nhiệt đới
20219N04W,VAMCO,2019-10-26 15:00:00,2019,10,11.92,115.73,112,207.4,934,Siêu bão
20219N09W,GONONI,2019-12-09 06:00:00,2019,12,16.8,110.52,48,88.9,977,Bão nhiệt đới
20220N02W,YAGI,2020-09-24 15:00:00,2020,9,9.68,103.09,110,203.7,927,Siêu bão
20223N03W,MOLAVE,2023-07-09 06:00:00,2023,7,18.22,111.58,97,179.6,941,Bão rất mạnh
20215N08W,YAGI,2015-11-14 15:00:00,2015,11,20.49,104.97,84,155.6,954,Bão rất mạnh
20220N03W,TALIM,2020-06-03 06:00:00,2020,6,21.94,115.69,50,92.6,975,Bão nhiệt đới
20222N06W,MOLAVE,2022-08-05 06:00:00,2022,8,14.84,113.8,102,188.9,939,Siêu bão
20223N09W,RAI,2023-07-01 21:00:00,2023,7,15.24,108.89,105,194.5,938,Siêu bão
20220N09W,VAMCO,2020-09-15 18:00:00,2020,9,16.43,116.28,51,94.5,979,Bão nhiệt đới
20217N02W,RAI,2017-10-19 09:00:00,2017,10,17.47,104.11,33,61.1,990,Bão nhiệt đới
20217N04W,VAMCO,2017-10-03 15:00:00,2017,10,11.68,106.35,84,155.6,953,Bão rất mạnh
20224N01W,DOKSURI,2024-09-12 15:00:00,2024,9,8.64,104.24,94,174.1,943,Bão rất mạnh
20221N03W,XANGSANE,2021-09-17 06:00:00,2021,9,10.75,111.77,113,209.3,931,Siêu bão
20220N04W,DOKSURI,2020-06-08 06:00:00,2020,6,19.81,106.56,68,125.9,958,Bão mạnh
20224N04W,XANGSANE,2024-09-10 06:00:00,2024,9,8.62,106.45,117,216.7,928,Siêu bão
20224N07W,MOLAVE,2024-09-27 18:00:00,2024,9,16.05,102.47,93,172.2,942,Bão rất mạnh
20216N02W,XANGSANE,2016-06-11 12:00:00,2016,6,21.01,104.64,69,127.8,956,Bão mạnh
20222N09W,VAMCO,2022-10-13 09:00:00,2022,10,17.44,106.75,119,220.4,921,Siêu bão
20222N06W,MOLAVE,2022-06-27 15:00:00,2022,6,8.72,106.12,116,214.8,931,Siêu bão
20218N06W,NORU,2018-09-18 12:00:00,2018,9,9.69,108.7,113,209.3,927,Siêu bão
20223N04W,NORU,2023-07-15 00:00:00,2023,7,21.18,112.7,103,190.8,941,Siêu bão
20216N01W,KETSANA,2016-09-19 15:00:00,2016,9,9.62,104.47,32,59.3,982,Bão nhiệt đới
20224N03W,GONONI,2024-10-21 03:00:00,2024,10,15.42,115.26,69,127.8,963,Bão mạnh
20216N03W,KETSANA,2016-08-01 18:00:00,2016,8,16.08,102.7,114,211.1,932,Siêu bão
20221N08W,TALIM,2021-09-25 18:00:00,2021,9,19.43,103.08,50,92.6,973,Bão nhiệt đới
20219N09W,GONONI,2019-08-21 15:00:00,2019,8,19.05,109.14,61,113.0,972,Bão mạnh
20222N04W,GONONI,2022-09-12 18:00:00,2022,9,18.63,103.58,104,192.6,931,Siêu bão
20221N03W,XANGSANE,2021-06-01 21:00:00,2021,6,13.24,104.67,66,122.2,967,Bão mạnh
20215N07W,GONONI,2015-07-24 00:00:00,2015,7,12.84,104.47,58,107.4,962,Bão mạnh
20218N08W,YAGI,2018-09-27 15:00:00,2018,9,16.34,103.62,93,172.2,945,Bão rất mạnh
20222N06W,MOLAVE,2022-09-16 09:00:00,2022,9,16.12,110.96,60,111.1,965,Bão mạnh
20222N06W,MOLAVE,2022-08-24 06:00:00,2022,8,15.45,104.17,55,101.9,972,Bão nhiệt đới
20217N09W,NORU,2017-08-11 21:00:00,2017,8,13.8,108.33,35,64.8,984,Bão nhiệt đới
20218N03W,RAI,2018-07-26 12:00:00,2018,7,13.19,108.0,64,118.5,969,Bão mạnh
20224N06W,NORU,2024-09-18 09:00:00,2024,9,15.64,103.41,88,163.0,948,Bão rất mạnh
20217N04W,VAMCO,2017-09-05 00:00:00,2017,9,15.75,110.67,115,213.0,930,Siêu bão
20220N08W,TALIM,2020-10-19 06:00:00,2020,10,12.23,106.15,80,148.2,954,Bão mạnh
20217N03W,GONONI,2017-12-07 09:00:00,2017,12,12.86,111.29,53,98.2,968,Bão nhiệt đới
20216N04W,XANGSANE,2016-10-11 09:00:00,2016,10,13.62,117.9,111,205.6,935,Siêu bão
20217N01W,KETSANA,2017-08-21 21:00:00,2017,8,8.55,109.61,65,120.4,970,Bão mạnh
20217N01W,KETSANA,2017-07-27 12:00:00,2017,7,16.39,107.66,76,140.8,955,Bão mạnh
20223N09W,RAI,2023-10-09 15:00:00,2023,10,8.48,117.51,48,88.9,977,Bão nhiệt đới
20217N08W,DOKSURI,2017-12-12 09:00:00,2017,12,20.09,111.42,104,192.6,939,Siêu bão
20216N06W,VAMCO,2016-10-25 06:00:00,2016,10,16.08,115.85,107,198.2,932,Siêu bão
20224N01W,DOKSURI,2024-09-15 18:00:00,2024,9,16.28,114.91,64,118.5,964,Bão mạnh
20219N09W,GONONI,2019-09-17 00:00:00,2019,9,20.5,103.0,67,124.1,962,Bão mạnh
20222N04W,GONONI,2022-09-13 18:00:00,2022,9,16.77,116.82,109,201.9,940,Siêu bão
20217N03W,GONONI,2017-09-02 00:00:00,2017,9,11.9,105.37,86,159.3,951,Bão rất mạnh
20220N02W,YAGI,2020-12-18 21:00:00,2020,12,21.93,103.44,59,109.3,970,Bão mạnh
20219N01W,TALIM,2019-06-08 12:00:00,2019,6,19.51,114.95,30,55.6,991,Bão nhiệt đới
20218N09W,XANGSANE,2018-10-08 18:00:00,2018,10,14.83,103.24,33,61.1,984,Bão nhiệt đới
20222N09W,VAMCO,2022-07-13 12:00:00,2022,7,17.77,102.1,112,207.4,931,Siêu bão
20216N07W,TALIM,2016-10-17 18:00:00,2016,10,19.79,105.88,89,164.8,949,Bão rất mạnh
20221N02W,YAGI,2021-08-02 18:00:00,2021,8,13.62,106.68,84,155.6,948,Bão rất mạnh
20217N09W,NORU,2017-06-07 12:00:00,2017,6,19.79,110.78,59,109.3,968,Bão mạnh
20220N08W,TALIM,2020-09-25 15:00:00,2020,9,10.63,113.52,61,113.0,968,Bão mạnh
20221N08W,TALIM,2021-09-04 21:00:00,2021,9,15.77,112.19,43,79.6,975,Bão nhiệt đới
20220N08W,TALIM,2020-10-22 15:00:00,2020,10,15.28,104.29,116,214.8,928,Siêu bão
20215N08W,YAGI,2015-08-23 18:00:00,2015,8,11.98,104.14,104,192.6,935,Siêu bão
20221N03W,XANGSANE,2021-06-26 12:00:00,2021,6,8.66,106.42,67,124.1,958,Bão mạnh
20223N09W,RAI,2023-07-18 21:00:00,2023,7,8.05,105.95,93,172.2,942,Bão rất mạnh
20222N02W,VAMCO,2022-07-09 06:00:00,2022,7,20.13,111.15,111,205.6,931,Siêu bão
20216N06W,VAMCO,2016-11-19 00:00:00,2016,11,13.28,116.98,80,148.2,954,Bão mạnh
20224N09W,VAMCO,2024-09-27 00:00:00,2024,9,17.85,102.07,52,96.3,971,Bão nhiệt đới
20224N04W,XANGSANE,2024-10-13 12:00:00,2024,10,21.52,114.18,46,85.2,978,Bão nhiệt đới
20223N01W,VAMCO,2023-07-19 06:00:00,2023,7,17.02,102.77,77,142.6,956,Bão mạnh
20218N01W,GONONI,2018-11-03 18:00:00,2018,11,9.55,112.15,100,185.2,938,Siêu bão
20216N04W,XANGSANE,2016-09-02 21:00:00,2016,9,13.2,115.92,83,153.7,956,Bão rất mạnh
20221N02W,YAGI,2021-10-04 12:00:00,2021,10,18.56,102.58,38,70.4,984,Bão nhiệt đới
20216N09W,XANGSANE,2016-10-06 09:00:00,2016,10,8.73,112.92,83,153.7,949,Bão rất mạnh
20220N09W,VAMCO,2020-09-21 09:00:00,2020,9,8.6,112.67,78,144.5,955,Bão mạnh
20219N08W,RAI,2019-07-10 15:00:00,2019,7,11.39,116.58,31,57.4,985,Bão nhiệt đới
20224N05W,NORU,2024-10-14 03:00:00,2024,10,8.44,113.78,46,85.2,977,Bão nhiệt đới
20218N02W,DOKSURI,2018-09-04 03:00:00,2018,9,15.27,112.84,113,209.3,932,Siêu bão
20218N01W,GONONI,2018-08-17 21:00:00,2018,8,9.84,115.71,82,151.9,952,Bão rất mạnh
20218N07W,DOKSURI,2018-08-07 21:00:00,2018,8,12.65,107.47,84,155.6,949,Bão rất mạnh
20221N04W,NORU,2021-08-25 15:00:00,2021,8,15.99,111.09,106,196.3,937,Siêu bão
20222N09W,VAMCO,2022-08-27 09:00:00,2022,8,20.59,113.36,58,107.4,971,Bão mạnh
20218N01W,GONONI,2018-09-23 09:00:00,2018,9,8.81,117.32,38,70.4,983,Bão nhiệt đới
20224N03W,GONONI,2024-09-15 21:00:00,2024,9,9.06,107.85,88,163.0,943,Bão rất mạnh
20224N09W,VAMCO,2024-08-10 00:00:00,2024,8,16.71,114.5,74,137.0,960,Bão mạnh
20218N01W,GONONI,2018-10-01 00:00:00,2018,10,21.26,107.4,83,153.7,952,Bão rất mạnh
20221N06W,KETSANA,2021-09-09 15:00:00,2021,9,8.87,104.36,34,63.0,981,Bão nhiệt đới
20220N09W,VAMCO,2020-09-06 06:00:00,2020,9,18.66,107.67,50,92.6,974,Bão nhiệt đới
20220N01W,RAI,2020-07-06 15:00:00,2020,7,19.3,109.35,103,190.8,937,Siêu bão
20215N03W,DOKSURI,2015-08-08 09:00:00,2015,8,20.57,112.79,110,203.7,929,Siêu bão
20223N03W,MOLAVE,2023-10-11 18:00:00,2023,10,11.39,117.37,45,83.3,978,Bão nhiệt đới
20221N02W,YAGI,2021-10-26 15:00:00,2021,10,15.97,106.15,118,218.5,934,Siêu bão
20216N09W,XANGSANE,2016-09-23 15:00:00,2016,9,16.71,117.7,33,61.1,988,Bão nhiệt đới
20216N08W,VAMCO,2016-12-21 21:00:00,2016,12,21.68,114.12,42,77.8,982,Bão nhiệt đới
20215N08W,YAGI,2015-10-04 18:00:00,2015,10,11.25,109.33,110,203.7,933,Siêu bão
20224N05W,NORU,2024-11-12 00:00:00,2024,11,19.7,114.55,57,105.6,966,Bão mạnh
20219N06W,YAGI,2019-10-21 21:00:00,2019,10,19.31,104.85,84,155.6,949,Bão rất mạnh
20217N09W,NORU,2017-06-03 09:00:00,2017,6,17.27,103.9,38,70.4,984,Bão nhiệt đới
20220N09W,VAMCO,2020-09-27 03:00:00,2020,9,21.91,102.72,100,185.2,935,Siêu bão
20218N08W,YAGI,2018-07-07 06:00:00,2018,7,11.86,111.95,74,137.0,953,Bão mạnh
20224N03W,GONONI,2024-09-18 09:00:00,2024,9,19.86,116.44,55,101.9,966,Bão nhiệt đới
20215N05W,NORU,2015-06-17 15:00:00,2015,6,20.13,106.52,97,179.6,942,Bão rất mạnh
20222N06W,MOLAVE,2022-10-24 06:00:00,2022,10,13.99,107.22,48,88.9,975,Bão nhiệt đới
20222N08W,MOLAVE,2022-10-05 12:00:00,2022,10,18.68,115.17,113,209.3,927,Siêu bão
20216N06W,VAMCO,2016-09-13 12:00:00,2016,9,11.57,106.73,75,138.9,949,Bão mạnh
20217N06W,DOKSURI,2017-10-04 03:00:00,2017,10,18.83,107.64,33,61.1,987,Bão nhiệt đới
20222N04W,GONONI,2022-09-17 18:00:00,2022,9,8.64,106.64,98,181.5,944,Bão rất mạnh
20219N05W,DOKSURI,2019-06-25 09:00:00,2019,6,15.32,102.87,39,72.2,976,Bão nhiệt đới
20219N04W,VAMCO,2019-08-06 12:00:00,2019,8,12.26,105.69,80,148.2,957,Bão mạnh
20218N09W,XANGSANE,2018-10-05 12:00:00,2018,10,13.92,106.85,91,168.5,943,Bão rất mạnh
20217N07W,DOKSURI,2017-08-19 15:00:00,2017,8,9.75,107.39,76,140.8,955,Bão mạnh
20217N03W,GONONI,2017-07-16 06:00:00,2017,7,13.8,114.06,61,113.0,971,Bão mạnh
20221N05W,MOLAVE,2021-08-09 00:00:00,2021,8,21.33,102.68,46,85.2,973,Bão nhiệt đới
20217N07W,DOKSURI,2017-07-05 15:00:00,2017,7,18.93,113.34,80,148.2,956,Bão mạnh
20218N09W,XANGSANE,2018-12-24 03:00:00,2018,12,17.76,113.43,99,183.3,941,Bão rất mạnh
20219N03W,YAGI,2019-11-25 00:00:00,2019,11,8.43,102.83,102,188.9,940,Siêu bão
20216N04W,XANGSANE,2016-08-20 09:00:00,2016,8,10.2,103.9,78,144.5,956,Bão mạnh
20221N01W,VAMCO,2021-09-17 06:00:00,2021,9,14.76,110.11,97,179.6,947,Bão rất mạnh
20216N09W,XANGSANE,2016-06-11 09:00:00,2016,6,9.74,114.76,62,114.8,966,Bão mạnh
20215N04W,MOLAVE,2015-09-19 15:00:00,2015,9,15.65,117.47,112,207.4,932,Siêu bão
20222N02W,VAMCO,2022-09-16 15:00:00,2022,9,9.66,117.38,91,168.5,939,Bão rất mạnh
20219N07W,NORU,2019-11-20 18:00:00,2019,11,12.34,106.64,51,94.5,977,Bão nhiệt đới
20221N03W,XANGSANE,2021-10-07 15:00:00,2021,10,16.75,111.15,45,83.3,978,Bão nhiệt đới
20223N08W,KETSANA,2023-08-01 00:00:00,2023,8,8.28,108.25,34,63.0,986,Bão nhiệt đới
20217N09W,NORU,2017-09-06 00:00:00,2017,9,14.03,116.05,98,181.5,939,Bão rất mạnh
20217N01W,KETSANA,2017-10-27 03:00:00,2017,10,10.88,108.1,62,114.8,961,Bão mạnh
20216N04W,XANGSANE,2016-10-07 18:00:00,2016,10,9.63,114.5,83,153.7,953,Bão rất mạnh
20221N03W,XANGSANE,2021-06-10 00:00:00,2021,6,9.44,110.76,57,105.6,969,Bão mạnh
20221N08W,TALIM,2021-09-18 03:00:00,2021,9,16.15,105.27,78,144.5,950,Bão mạnh
20216N01W,KETSANA,2016-09-03 21:00:00,2016,9,16.83,110.79,67,124.1,961,Bão mạnh
20217N04W,VAMCO,2017-07-23 18:00:00,2017,7,10.41,116.81,49,90.7,974,Bão nhiệt đới
20217N01W,KETSANA,2017-10-15 03:00:00,2017,10,11.74,102.24,96,177.8,941,Bão rất mạnh
20215N06W,XANGSANE,2015-08-10 00:00:00,2015,8,17.89,111.76,88,163.0,950,Bão rất mạnh
20218N02W,DOKSURI,2018-08-19 03:00:00,2018,8,14.29,111.8,88,163.0,943,Bão rất mạnh
20217N04W,VAMCO,2017-11-21 06:00:00,2017,11,18.81,112.0,59,109.3,966,Bão mạnh
20219N09W,GONONI,2019-09-17 00:00:00,2019,9,14.3,117.32,65,120.4,969,Bão mạnh
20223N01W,VAMCO,2023-10-10 21:00:00,2023,10,17.41,117.63,46,85.2,982,Bão nhiệt đới
20220N05W,XANGSANE,2020-07-27 12:00:00,2020,7,20.8,108.94,44,81.5,979,Bão nhiệt đới
20215N04W,MOLAVE,2015-09-09 06:00:00,2015,9,8.13,111.43,46,85.2,983,Bão nhiệt đới
20220N05W,XANGSANE,2020-10-08 18:00:00,2020,10,10.79,116.04,81,150.0,954,Bão rất mạnh
20220N02W,YAGI,2020-06-01 00:00:00,2020,6,8.22,103.23,63,116.7,965,Bão mạnh
20222N04W,GONONI,2022-08-01 06:00:00,2022,8,16.33,107.96,39,72.2,980,Bão nhiệt đới
20224N01W,DOKSURI,2024-10-19 09:00:00,2024,10,21.06,110.71,75,138.9,958,Bão mạnh
20215N08W,YAGI,2015-07-10 00:00:00,2015,7,20.89,111.35,118,218.5,919,Siêu bão
20219N03W,YAGI,2019-08-01 15:00:00,2019,8,20.04,102.56,88,163.0,954,Bão rất mạnh
20221N06W,KETSANA,2021-10-08 09:00:00,2021,10,15.49,104.31,108,200.0,932,Siêu bão
20216N09W,XANGSANE,2016-10-22 21:00:00,2016,10,14.21,102.35,33,61.1,981,Bão nhiệt đới
20220N09W,VAMCO,2020-06-15 00:00:00,2020,6,18.7,108.55,30,55.6,993,Bão nhiệt đới
20219N02W,MOLAVE,2019-07-05 00:00:00,2019,7,10.6,112.63,100,185.2,942,Siêu bão
20224N02W,NORU,2024-07-05 00:00:00,2024,7,12.34,106.0,85,157.4,952,Bão rất mạnh
20217N05W,YAGI,2017-08-26 09:00:00,2017,8,20.22,115.25,75,138.9,954,Bão mạnh
20221N04W,NORU,2021-11-01 00:00:00,2021,11,9.44,108.28,64,118.5,961,Bão mạnh
20219N03W,YAGI,2019-08-22 12:00:00,2019,8,17.48,115.41,116,214.8,921,Siêu bão
20224N05W,NORU,2024-08-15 12:00:00,2024,8,13.76,113.55,52,96.3,970,Bão nhiệt đới
20219N09W,GONONI,2019-08-08 12:00:00,2019,8,18.06,113.72,47,87.0,978,Bão nhiệt đới
20218N03W,RAI,2018-06-11 21:00:00,2018,6,20.47,105.86,39,72.2,977,Bão nhiệt đới
20218N09W,XANGSANE,2018-07-10 09:00:00,2018,7,12.35,104.67,76,140.8,952,Bão mạnh
20216N06W,VAMCO,2016-10-24 21:00:00,2016,10,21.81,108.64,62,114.8,964,Bão mạnh
20221N08W,TALIM,2021-11-03 03:00:00,2021,11,13.77,114.06,58,107.4,961,Bão mạnh
20215N01W,VAMCO,2015-10-16 18:00:00,2015,10,9.62,111.69,93,172.2,944,Bão rất mạnh
20221N07W,NORU,2021-09-24 03:00:00,2021,9,15.17,103.83,55,101.9,971,Bão nhiệt đới
20220N04W,DOKSURI,2020-12-01 00:00:00,2020,12,16.56,115.72,32,59.3,988,Bão nhiệt đới
20223N07W,RAI,2023-11-11 21:00:00,2023,11,18.0,116.11,83,153.7,952,Bão rất mạnh
20222N02W,VAMCO,2022-09-22 21:00:00,2022,9,10.85,104.04,100,185.2,945,Siêu bão
20223N06W,VAMCO,2023-09-19 03:00:00,2023,9,13.66,109.75,40,74.1,981,Bão nhiệt đới
20216N09W,XANGSANE,2016-11-16 03:00:00,2016,11,8.94,116.04,105,194.5,934,Siêu bão
20221N03W,XANGSANE,2021-10-15 09:00:00,2021,10,15.64,117.71,111,205.6,935,Siêu bão
20223N07W,RAI,2023-08-27 03:00:00,2023,8,12.5,105.52,83,153.7,950,Bão rất mạnh
20223N06W,VAMCO,2023-09-27 18:00:00,2023,9,13.17,109.43,104,192.6,941,Siêu bão
20218N03W,RAI,2018-08-17 00:00:00,2018,8,8.07,114.87,90,166.7,949,Bão rất mạnh
20223N07W,RAI,2023-06-04 21:00:00,2023,6,13.96,110.77,74,137.0,962,Bão mạnh
20223N09W,RAI,2023-06-19 21:00:00,2023,6,17.99,108.19,38,70.4,980,Bão nhiệt đới
20215N06W,XANGSANE,2015-10-17 21:00:00,2015,10,18.62,111.55,93,172.2,946,Bão rất mạnh
20224N05W,NORU,2024-10-12 03:00:00,2024,10,13.81,113.4,45,83.3,979,Bão nhiệt đới
20215N08W,YAGI,2015-09-25 21:00:00,2015,9,16.4,115.78,105,194.5,939,Siêu bão
20223N08W,KETSANA,2023-07-02 03:00:00,2023,7,13.36,115.15,47,87.0,979,Bão nhiệt đới
20221N08W,TALIM,2021-10-06 00:00:00,2021,10,11.7,117.03,90,166.7,943,Bão rất mạnh
20218N01W,GONONI,2018-09-14 12:00:00,2018,9,17.17,115.18,103,190.8,935,Siêu bão
20220N08W,TALIM,2020-10-04 21:00:00,2020,10,18.65,105.0,113,209.3,933,Siêu bão
20218N06W,NORU,2018-09-01 12:00:00,2018,9,11.63,102.54,50,92.6,977,Bão nhiệt đới
20218N08W,YAGI,2018-10-24 15:00:00,2018,10,17.34,107.17,85,157.4,950,Bão rất mạnh
20218N02W,DOKSURI,2018-09-13 15:00:00,2018,9,9.32,113.97,83,153.7,947,Bão rất mạnh
